Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches,-9999
674,DeAndre Yedlin,us USA,DF,Inter Miami,28-357,1993,15.3,605,734,82.4,10572,4204,265,295,89.8,280,317,88.3,46,93,49.5,2,1,1,14,26,15,7,47,Matches,ae0a7ddf
675,Griffin Yow,us USA,MFFW,D.C. United,19-279,2002,3,48,64,75,649,141,31,37,83.8,9,14,64.3,3,6,50,0,0.3,-0.3,3,1,3,2,4,Matches,ddd5cf39
676,Jackson Yueill,us USA,MFDF,San Jose,25-104,1997,13.7,734,839,87.5,14791,4356,279,301,92.7,330,362,91.2,118,156,75.6,0,0.6,-0.6,12,68,12,0,53,Matches,7dce16bf
677,Gyasi Zardes,us USA,FW,Colorado Rapids,30-302,1991,6.4,86,114,75.4,1356,257,47,57,82.5,30,42,71.4,6,7,85.7,1,0.6,0.4,7,11,0,0,8,Matches,09ae7f92
678,Gyasi Zardes,us USA,FW,Columbus Crew,30-302,1991,2.3,47,63,74.6,697,115,34,40,85,8,12,66.7,4,6,66.7,0,0.2,-0.2,4,3,3,0,5,Matches,09ae7f92
679,Eriq Zavaleta,sv SLV,DF,LA Galaxy,29-333,1992,0.7,45,50,90,816,272,14,14,100,29,31,93.5,2,5,40,0,0,0,1,1,0,0,4,Matches,edbfbb3f
680,Sean Zawadzki,us USA,MF,Columbus Crew,22-071,2000,1.7,69,77,89.6,1418,378,25,28,89.3,32,32,100,12,14,85.7,0,0,0,0,3,0,0,2,Matches,380ee265
681,Zeca,br BRA,DF,Houston Dynamo,28-046,1994,8.6,408,507,80.5,6838,3065,198,216,91.7,175,207,84.5,27,63,42.9,1,0.4,0.6,8,32,13,7,45,Matches,c816eea6
682,Gedion Zelalem,us USA,MF,NYCFC,25-156,1997,0.9,64,75,85.3,1305,247,24,29,82.8,28,33,84.8,12,13,92.3,0,0,0,1,5,0,0,3,Matches,b15ac68f
683,Lucas Zelarayán,am ARM,MFFW,Columbus Crew,30-011,1992,10.3,377,537,70.2,7212,2380,168,201,83.6,127,162,78.4,68,146,46.6,1,3.5,-2.5,33,45,31,3,56,Matches,3ce30893
684,Walker Zimmerman,us USA,DF,Nashville,29-043,1993,13.5,559,661,84.6,13059,4967,139,151,92.1,290,318,91.2,127,181,70.2,1,0.5,0.5,6,36,2,1,28,Matches,220fa883
685,Rida Zouhir,ca CAN,MF,CF Montréal,18-220,2003,1.3,54,69,78.3,938,192,27,31,87.1,23,27,85.2,4,11,36.4,0,0.5,-0.5,2,7,2,1,6,Matches,e1e65f24
686,Ethan Zubak,us USA,FW,Nashville,24-077,1998,1.2,26,34,76.5,386,27,16,19,84.2,5,7,71.4,3,4,75,0,0.2,-0.2,3,0,1,0,1,Matches,9f39b6cf
687,Dario Župarić,ba BIH,DF,Portland Timbers,30-059,1992,10.4,365,426,85.7,8278,2468,92,103,89.3,198,217,91.2,74,99,74.7,0,0,0,1,13,0,0,15,Matches,c6f99e42
688,Graham Zusi,us USA,DF,Sporting KC,35-317,1986,12,709,915,77.5,14374,4379,275,306,89.9,316,372,84.9,113,217,52.1,0,0.7,-0.7,6,52,11,2,52,Matches,9ba42447
689,Róbert Þorkelsson,is ISL,DFMF,CF Montréal,20-089,2002,0.8,42,56,75,763,261,16,19,84.2,20,25,80,4,8,50,0,0,0,0,3,1,0,7,Matches,0eb8ad80
