ID,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG2,xA3,xG+xA,npxG4,npxG+xA5
666,Bobby Wood,us USA,FW,Real Salt Lake,29-228,1992,14,13,983,10.9,3,1,3,0,0,0,0,0.27,0.09,0.37,0.27,0.37,4.1,4.1,0.3,4.5,0.38,0.03,0.41,0.38,0.41
667,Darren Yapi,us USA,FW,Colorado Rapids,17-224,2004,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,William Yarbrough,us USA,GK,Colorado Rapids,33-103,1989,16,16,1394,15.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,Dru Yearwood,eng ENG,MF,NY Red Bulls,22-134,2000,16,10,969,10.8,0,0,0,0,0,4,0,0,0,0,0,0,0.5,0.5,0.5,1,0.05,0.05,0.1,0.05,0.1
670,Steffen Yeattes,ca CAN,MF,Toronto FC,22-178,2000,2,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,Yaw Yeboah,gh GHA,FW,Columbus Crew,25-095,1997,13,10,727,8.1,0,1,0,0,0,1,0,0,0.12,0.12,0,0.12,1.5,1.5,2.6,4.1,0.19,0.32,0.51,0.19,0.51
672,DeAndre Yedlin,us USA,DF,Inter Miami,28-357,1993,16,15,1378,15.3,0,2,0,0,0,4,0,0,0.13,0.13,0,0.13,0.1,0.1,1,1.1,0.01,0.07,0.07,0.01,0.07
673,Griffin Yow,us USA,MFFW,D.C. United,19-279,2002,7,3,271,3,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.3,0.7,0.12,0.11,0.23,0.12,0.23
674,Jackson Yueill,us USA,MFDF,San Jose,25-104,1997,14,14,1237,13.7,3,0,3,0,0,1,0,0.22,0,0.22,0.22,0.22,1.2,1.2,0.6,1.8,0.09,0.04,0.13,0.09,0.13
675,Gyasi Zardes,us USA,FW,Colorado Rapids,30-302,1991,8,7,577,6.4,1,1,0,1,1,0,0,0.16,0.16,0.31,0,0.16,2.4,1.6,0.6,2.2,0.37,0.09,0.46,0.25,0.35
676,Gyasi Zardes,us USA,FW,Columbus Crew,30-302,1991,7,1,206,2.3,1,0,1,0,0,0,0,0.44,0,0.44,0.44,0.44,2.2,2.2,0.2,2.4,0.95,0.08,1.03,0.95,1.03
677,Eriq Zavaleta,sv SLV,DF,LA Galaxy,29-333,1992,1,1,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0.06,0.08,0.02,0.08
678,Sean Zawadzki,us USA,MF,Columbus Crew,22-071,2000,2,2,156,1.7,1,0,1,0,0,0,0,0.58,0,0.58,0.58,0.58,0.1,0.1,0,0.1,0.03,0,0.03,0.03,0.03
679,Zeca,br BRA,DF,Houston Dynamo,28-046,1994,12,8,771,8.6,0,1,0,0,0,2,0,0,0.12,0.12,0,0.12,0.1,0.1,0.4,0.6,0.01,0.05,0.06,0.01,0.06
680,Gedion Zelalem,us USA,MF,NYCFC,25-156,1997,7,0,85,0.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04
681,Lucas Zelarayán,am ARM,MFFW,Columbus Crew,30-011,1992,12,10,925,10.3,4,1,4,0,0,1,0,0.39,0.1,0.49,0.39,0.49,2,2,3.5,5.5,0.2,0.34,0.54,0.2,0.54
682,Walker Zimmerman,us USA,DF,Nashville,29-043,1993,15,13,1217,13.5,1,1,1,0,0,3,0,0.07,0.07,0.15,0.07,0.15,1.3,1.3,0.5,1.8,0.1,0.03,0.13,0.1,0.13
683,Rida Zouhir,ca CAN,MF,CF Montréal,18-220,2003,4,1,114,1.3,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.5,0.6,0.09,0.4,0.48,0.09,0.48
684,Ethan Zubak,us USA,FW,Nashville,24-077,1998,6,1,109,1.2,0,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.2,0.5,0.27,0.13,0.4,0.27,0.4
685,Dario Župarić,ba BIH,DF,Portland Timbers,30-059,1992,15,10,936,10.4,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0,0.2,0.01,0,0.02,0.01,0.02
686,Graham Zusi,us USA,DF,Sporting KC,35-317,1986,13,13,1084,12,1,0,1,0,0,1,0,0.08,0,0.08,0.08,0.08,0.3,0.3,0.7,1,0.02,0.06,0.08,0.02,0.08
687,Róbert Þorkelsson,is ISL,DFMF,CF Montréal,20-089,2002,5,0,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
